Unique_Investment_Identifier,Business_Case_ID,Agency_Name,Investment_Title,Project_ID,Project_Name,Project_Description,Start_Date,Completion_Date_(B1),Planned_Project_Completion_Date_(B2),Projected/Actual_Project_Completion_Date_(B2),Lifecycle_Cost,Schedule_Variance_(in_days),Schedule_Variance_percentage,Cost_Variance_($M),Cost_Variance_percentage,Planned_Cost_($M),Projected/Actual_Cost_($M),Updated_Date,Updated_Time
014-000000034,1134,Department of State(14),Legacy Consular Systems,2978,Intranet/Internet Website Development &amp; Support,,,,,,,0,0,-8.800745,-102.33,8.6,17.400745,31/08/2012,09:14:25
014-000000034,1134,Department of State(14),Legacy Consular Systems,2979,Visa Systems Support,,,,,,,0,0,1.682639,13.15,12.8,11.117361,31/08/2012,09:14:25
014-000000048,1136,Department of State(14),Security/Cyber Security Services,2991,AIS Security Infrastructure Support Program,,,,,,,0,0,0,0,31.83,31.83,28/06/2012,06:34:35
014-000000048,1136,Department of State(14),Security/Cyber Security Services,2992,Anti-Virus,,,,,,,0,0,0,0,5.833,5.833,29/02/2012,13:35:25
014-000000048,1136,Department of State(14),Security/Cyber Security Services,2993,Communications Security Audit Program,,,,,,,0,0,0,0,2.058,2.058,31/05/2012,07:02:24
014-000000048,1136,Department of State(14),Security/Cyber Security Services,2994,Electronic Key Management System,,,,,,,0,0,0,0,4.636,4.636,31/05/2012,07:02:24
014-000000048,1136,Department of State(14),Security/Cyber Security Services,2995,In-Line Network Encryption,,,,,,,0,0,0,0,2.802,2.802,31/05/2012,07:02:23
014-000000048,1136,Department of State(14),Security/Cyber Security Services,2996,Information Assurance Program,,,,,,,0,0,0,0,8.827,8.827,29/02/2012,13:35:26
014-000000048,1136,Department of State(14),Security/Cyber Security Services,2997,Mainframe System Security Program,,,,,,,0,0,0,0,1.336,1.336,28/06/2012,06:34:35
014-000000048,1136,Department of State(14),Security/Cyber Security Services,2998,Public Key Infrastructure and Biometrics Logical Access Development and Execution Program,,,,,,,0,0,0,0,9.097,9.097,31/05/2012,07:02:24
014-000000048,1136,Department of State(14),Security/Cyber Security Services,2999,Red Switch Program,,,,,,,0,0,0,0,1.213,1.213,31/05/2012,07:02:24
014-000000048,1136,Department of State(14),Security/Cyber Security Services,3000,Role-Based Cyber Security Training,,,,,,,0,0,0,0,5.001,5.001,31/05/2012,07:02:24
014-000000048,1136,Department of State(14),Security/Cyber Security Services,3001,Secure Voice,,,,,,,0,0,0,0,8.606,8.606,31/05/2012,07:02:24
014-000000048,1136,Department of State(14),Security/Cyber Security Services,3002,Technical Security and Safeguards,,,,,,,0,0,0,0,7.179,7.179,31/05/2012,07:02:24
014-000000043,1137,Department of State(14),Enterprise Network and Bandwidth Services,3032,EMS Projects,,,,,,,0,0,0,0,1.723225,1.723225,30/05/2012,08:43:12
014-000000043,1137,Department of State(14),Enterprise Network and Bandwidth Services,3033,NLM Projects,,,,,,,0,0,0,0,1.614448,1.614448,30/04/2012,16:05:58
014-000000043,1137,Department of State(14),Enterprise Network and Bandwidth Services,3038,Network Design Projects,,,,,,,-1,-0.27,1.285681,12.64,10.170897,8.885216,30/05/2012,08:43:12
014-000000043,1137,Department of State(14),Enterprise Network and Bandwidth Services,3042,Iraq O&amp;M,,,,,,,-1,-0.27,0,0,9.053882,9.053882,30/04/2012,16:05:59
015-000000046,498,Department of the Treasury(15),Account Management Services (AMS),720,Account Management Services (AMS),,,,,,,0,0,0.967725,5.43,17.827732,16.860007,20/07/2012,09:43:10
015-000000034,500,Department of the Treasury(15),Automated Standard Application for Payments (ASAP),1142,Automated Standard Application for Payments (ASAP),,,,,,,0,0,-0.463,-4.27,10.832,11.295,02/07/2012,09:05:20
015-000000040,501,Department of the Treasury(15),BSA IT Modernization,538,Bank Secrecy Act (BSA) IT Modernization,,,,,,,0,0,6.3725,15.27,41.737,35.3645,31/08/2012,13:54:11
015-000000066,503,Department of the Treasury(15),"Treasury Enterprise Identity, Credential and Access Management (TEICAM)",540,PIV Data Synchronization Project,,,,,,,0,0,0,0,5.422745,5.422745,25/07/2012,08:28:24
015-000000066,503,Department of the Treasury(15),"Treasury Enterprise Identity, Credential and Access Management (TEICAM)",3237,PACS Rollout,,,,,,,0,0,0,0,31.313438,31.313438,25/07/2012,08:28:24
015-000000066,503,Department of the Treasury(15),"Treasury Enterprise Identity, Credential and Access Management (TEICAM)",3239,LACS PIV Enabled Access,,,,,,,0,0,0,0,16.636132,16.636132,25/07/2012,08:28:24
015-000000051,506,Department of the Treasury(15),Customer Account Data Engine 2 (CADE 2).,719,Transition State 1,,,,,,,0,0,-0.8,-0.52,152.79,153.59,31/05/2012,06:33:51
015-000000051,506,Department of the Treasury(15),Customer Account Data Engine 2 (CADE 2).,2743,PMO/E&A,,,,,,,0,0,0,0,19.66,19.66,29/03/2012,14:35:26
015-000000051,506,Department of the Treasury(15),Customer Account Data Engine 2 (CADE 2).,2744,Transition State 2,,,,,,,0,0,0,0,78.42,78.42,28/10/2011,14:32:52
015-000000050,508,Department of the Treasury(15),Debit Gateway,721,"Adjustments, corrections, and reversals (ACR) components, and Transit Account Reporting",,,,,,,-123,-50.2,-0.184,-7.42,2.48,2.664,31/08/2012,13:25:53
015-000000050,508,Department of the Treasury(15),Debit Gateway,2745,NACHA Rule Changes ,,,,,,,0,0,0,0,2.443,2.443,31/07/2012,20:11:03
015-000000050,508,Department of the Treasury(15),Debit Gateway,3251,Transition Custom Development from Vendor to FRBC,,,,,,,0,0,0,0,0.978,0.978,31/07/2012,20:11:02
015-000000036,509,Department of the Treasury(15),Deposit and Data Management (DDM),677,TRS Data Warehouse/Data Marts,,,,,,,0,0,-4.113,-80.38,5.117,9.23,06/01/2012,08:32:26
015-000000036,509,Department of the Treasury(15),Deposit and Data Management (DDM),2733,TRS Trading Partners Integration (Phase III),,,,,,,0,0,-2.926,-95.62,3.06,5.986,17/01/2012,09:59:14
015-000000036,509,Department of the Treasury(15),Deposit and Data Management (DDM),2881,CA$HLINK II Decommissioning,,,,,,,0,0,0.438332,6.38,6.866,6.427668,29/06/2012,06:32:23
015-000000036,509,Department of the Treasury(15),Deposit and Data Management (DDM),3255,TRS FY2012 Implementations,,,,,,,0,0,0,0,9.707,9.707,31/07/2012,20:11:16
015-000000036,509,Department of the Treasury(15),Deposit and Data Management (DDM),3257,TRS FY2013 Implementations,,,,,,,0,0,0,0,4.737,4.737,31/07/2012,20:11:16
015-000000036,509,Department of the Treasury(15),Deposit and Data Management (DDM),3259,TRS/CIR FY2014 Implementations,,,,,,,0,0,0,0,8.314,8.314,31/07/2012,20:11:16
015-000000012,512,Department of the Treasury(15),e-Services (e-SVS),537,eServices - Mid Year and Annual Operational Changes,,,,,,,0,0,2.024507,24.96,8.11,6.085493,31/08/2012,13:51:16
015-000000012,512,Department of the Treasury(15),e-Services (e-SVS),2748,Re-engineering MS/5 exit,,,,,,,-33,-44.59,-0.188,-94,0.2,0.388,29/02/2012,12:06:31
015-000000026,514,Department of the Treasury(15),FedDebt,1143,2012 O&M Support,,,,,,,0,0,-0.016876,-0.19,8.7868,8.803676,31/05/2012,06:33:22
015-000000026,514,Department of the Treasury(15),FedDebt,2749,2012 Process and Technology Improvements,,,,,,,0,0,-0.058866,-1.14,5.177,5.235866,29/06/2012,06:32:18
015-000000026,514,Department of the Treasury(15),FedDebt,2750,2012 Project Management,,,,,,,0,0,-0.006703,-0.41,1.653,1.659703,31/05/2012,06:33:22
015-000000039,519,Department of the Treasury(15),FMS EFTPS (Electronic Federal Tax Payment System),1144,AS400 to Unix,,,,,,,0,0,0.131178,14.58,0.9,0.768822,30/07/2012,06:58:18
015-000000039,519,Department of the Treasury(15),FMS EFTPS (Electronic Federal Tax Payment System),2795,Data Exchange Rewrite Phase 3 (remaining functionality),,,,,,,0,0,0.179666,19.96,0.9,0.720334,30/07/2012,06:58:18
015-000000039,519,Department of the Treasury(15),FMS EFTPS (Electronic Federal Tax Payment System),2796,NACHA Change for WEB R07,,,,,,,15,8.06,0.0789,78.9,0.1,0.0211,29/12/2011,15:29:44
015-000000039,519,Department of the Treasury(15),FMS EFTPS (Electronic Federal Tax Payment System),2797,Reg E (DN2) Letter Schedule Change,,,,,,,-306,-164.52,0.1,100,0.1,0,29/10/2011,15:28:59
015-000000001,523,Department of the Treasury(15),HR LoB - HR Connect,3129,New customer deployments,,,,,,,0,0,0.42,3.65,11.5,11.08,11/05/2012,12:57:03
015-000000014,524,Department of the Treasury(15),Individual Master File (IMF),530,IMFOUT,,,,,,,0,0,0.153123,7.95,1.925,1.771877,31/05/2012,06:33:15
015-000000014,524,Department of the Treasury(15),Individual Master File (IMF),2764,IMFOL,,,,,,,0,0,0.048537,5.78,0.84,0.791463,31/05/2012,06:33:15
015-000000014,524,Department of the Treasury(15),Individual Master File (IMF),2765,IMFPOST,,,,,,,0,0,0.949445,30.68,3.095,2.145555,31/05/2012,06:33:15
015-000000014,524,Department of the Treasury(15),Individual Master File (IMF),2766,IMFPRE,,,,,,,0,0,-0.025857,-1.36,1.899,1.924857,31/05/2012,06:33:15
015-000000014,524,Department of the Treasury(15),Individual Master File (IMF),2767,IMFDIF,,,,,,,0,0,0.026144,6.09,0.429,0.402856,31/05/2012,06:33:15
015-000000017,526,Department of the Treasury(15),Integrated Customer Communication Environment (ICCE),535,FSA FY12,,,,,,,0,0,0.2732,25.08,1.089368,0.816168,28/08/2012,06:45:28
015-000000017,526,Department of the Treasury(15),Integrated Customer Communication Environment (ICCE),2759,eTranscript/Send My Transcript (SMTRA),,,,,,,0,0,-0.234,-20.35,1.15,1.384,28/08/2012,06:45:28
015-000000027,527,Department of the Treasury(15),Integrated Financial System (IFS),529,IFS Technical Update and Budget Control System,,,,,,,0,0,-0.331327,-3.37,9.818451,10.149778,06/07/2012,05:59:52
015-000000027,527,Department of the Treasury(15),Integrated Financial System (IFS),2761,SAP Secure Network Communications (SNC),,,,,,,-67,-31.6,0.068332,7.2,0.949196,0.880864,30/07/2012,10:14:53
015-000000027,527,Department of the Treasury(15),Integrated Financial System (IFS),2762,Fiscal Year End 2012,,,,,,,0,0,0,0,0.619,0.619,29/06/2012,06:31:49
015-000000027,527,Department of the Treasury(15),Integrated Financial System (IFS),2763,Fiscal Year End 2011,,,,,,,0,0,0.009687,3.59,0.27,0.260313,06/07/2012,05:59:52
015-000000019,528,Department of the Treasury(15),Integrated Submission and Remittance Processing System (ISRP),675,Legislative Tax Form Changes,,,,,,,0,0,0,0,0.25,0.25,31/05/2012,06:32:43
015-000000056,533,Department of the Treasury(15),IRS.GOV - Portal Environment,536,Public User Portal,,,,,,,0,0,-0.996266,-4.83,20.64635,21.642616,27/04/2012,11:31:54
015-000000056,533,Department of the Treasury(15),IRS.GOV - Portal Environment,2773,IBM Web Hosting,,,,,,,0,0,-0.099624,-0.44,22.79465,22.894274,27/04/2012,11:31:54
015-000000056,533,Department of the Treasury(15),IRS.GOV - Portal Environment,2911,New Enterprise Portal,,,,,,,0,0,-0.252549,-0.57,44,44.252549,27/04/2012,11:31:54
015-000000056,533,Department of the Treasury(15),IRS.GOV - Portal Environment,2912,RUP /EUP Strategy,,,,,,,0,0,0,0,1,1,03/02/2012,13:35:23
015-000000045,538,Department of the Treasury(15),Modernized e-File (MeF),526,"Modernized eFile, Release 7",,,,,,,0,0,-11.643582,-34.27,33.975,45.618582,30/07/2012,06:58:59
015-000000045,538,Department of the Treasury(15),Modernized e-File (MeF),2777,"Modernized eFile, Release 8",,,,,,,-7,-1.55,0.507,1.81,28.05,27.543,30/07/2012,06:58:59
015-000000004,542,Department of the Treasury(15),Payment Application Modernization (PAM),1145,PR 4.1,,,,,,,5,1.81,1.262954,33.94,3.721263,2.458309,30/07/2012,06:58:29
015-000000004,542,Department of the Treasury(15),Payment Application Modernization (PAM),2779,PR 4.0,,,,,,,-59,-29.35,0.147913,3.71,3.990647,3.842734,29/03/2012,14:34:55
015-000000004,542,Department of the Treasury(15),Payment Application Modernization (PAM),2780,PR 5.0,,,,,,,0,0,0.3547,10.02,3.538811,3.184111,31/08/2012,13:25:32
015-000000004,542,Department of the Treasury(15),Payment Application Modernization (PAM),2781,PR 6.0,,,,,,,0,0,0,0,0.304713,0.304713,28/10/2011,14:29:09
015-000000004,542,Department of the Treasury(15),Payment Application Modernization (PAM),3223,PR 4.2,,,,,,,-32,-17.78,0.349044,14.33,2.435226,2.086182,31/08/2012,13:25:32
015-000000004,542,Department of the Treasury(15),Payment Application Modernization (PAM),3225,PR 2013-1,,,,,,,0,0,0,0,2.97631,2.97631,02/07/2012,09:05:22
015-000000004,542,Department of the Treasury(15),Payment Application Modernization (PAM),3227,PR 2013-2,,,,,,,,0,,0,,,02/07/2012,09:05:22
015-000000004,542,Department of the Treasury(15),Payment Application Modernization (PAM),3229,PR 2014-1,,,,,,,,0,,0,,,02/07/2012,09:05:22
015-000000021,546,Department of the Treasury(15),Service Center Recognition/Image Processing System (SCRIPS),534,Annual Legislative Changes,,,,,,,0,0,0,0,0.25,0.25,31/05/2012,06:33:00
015-000000009,626,Department of the Treasury(15),Current CADE,527,Operations and Maintenance,,,,,,,0,0,-0.027465,-1.41,1.947522,1.974987,29/03/2012,14:34:40
015-000000010,636,Department of the Treasury(15),Electronic Fraud Detection System (EFDS),528,EFDS Filing Season (FS) 2012 - Phase 3,,,,,,,0,0,-0.190571,-5.72,3.33371,3.524281,29/03/2012,14:34:43
015-000000010,636,Department of the Treasury(15),Electronic Fraud Detection System (EFDS),2746,EFDS Filing Season (FS) 2012 - Phase 2,,,,,,,-50,-30.86,-0.199215,-6.96,2.861306,3.060521,29/02/2012,12:06:31
015-000000010,636,Department of the Treasury(15),Electronic Fraud Detection System (EFDS),2747,EFDS Filing Season (FS) 2013 - Phase 4,,,,,,,27,6.82,-0.198389,-1.18,16.86,17.058389,31/08/2012,13:32:48
015-000000044,637,Department of the Treasury(15),Return Review Program (RRP),1087,RRP Release 1,,,,,,,-91,-27.16,0,0,11.862,11.862,28/10/2011,14:33:10
015-000000044,637,Department of the Treasury(15),Return Review Program (RRP),2768,RRP Release 2,,,,,,,0,0,0,0,8.75,8.75,29/06/2012,06:31:26
015-000000018,639,Department of the Treasury(15),Integrated Data Retrieval System (IDRS),730,Integrated Data Retrieval System (IDRS) - Filing Season 2012,,,,,,,0,0,0.084756,4.4,1.927104,1.842348,31/05/2012,06:32:49
015-000000018,639,Department of the Treasury(15),Integrated Data Retrieval System (IDRS),2760,Integrated Data Retrieval System (IDRS) -Mid-Year 2012,,,,,,,0,0,0.032467,1.68,1.927104,1.894637,31/08/2012,13:32:37
015-000000057,827,Department of the Treasury(15),Over the Counter Channel Application (OTCnet),539,GWA/ TRS Release Implementation,,,,,,,0,0,0.948,6.67,14.203,13.255,31/08/2012,13:51:08
015-000000057,827,Department of the Treasury(15),Over the Counter Channel Application (OTCnet),2798,Corrections/Adjustments ,,,,,,,0,0,1.542,12.38,12.451,10.909,13/08/2012,06:43:44
015-000000057,827,Department of the Treasury(15),Over the Counter Channel Application (OTCnet),3253,1.4 Dynamic Split,,,,,,,0,0,0,0,14.655,14.655,31/07/2012,20:11:10
015-000000060,829,Department of the Treasury(15),Summary Debt Accounting Services (SDAS),533,SDA Modernization Project,,,,,,,0,0,0.879,10.4,8.449,7.57,31/08/2012,13:44:19
015-000000061,830,Department of the Treasury(15),Wholesale Securities Services (WSS),531,TAAPS System Rewrite,,,,,,,0,0,0,0,4.096,4.096,30/07/2012,06:58:25
015-999990063,831,Department of the Treasury(15),Franchise Financial & Administrative Services (FFAS),731,R12,,,,,,,0,0,0,0,4.119,4.119,29/12/2011,15:55:40
015-999990063,831,Department of the Treasury(15),Franchise Financial & Administrative Services (FFAS),2751,ETS2,,,,,,,-365,-200.55,0,0,0.79,0.79,29/12/2011,15:55:40
015-999990063,831,Department of the Treasury(15),Franchise Financial & Administrative Services (FFAS),2752,Oracle Projects Module,,,,,,,-153,-84.07,0,0,0.958,0.958,28/10/2011,14:07:59
015-999990063,831,Department of the Treasury(15),Franchise Financial & Administrative Services (FFAS),2753,Contract Writing System,,,,,,,-153,-84.07,0.575,100,0.575,0,29/12/2011,15:55:40
015-999990063,831,Department of the Treasury(15),Franchise Financial & Administrative Services (FFAS),2913,System Software Upgrades,,,,,,,0,0,-0.169,-2.17,7.775,7.944,31/05/2012,06:33:07
015-000000062,846,Department of the Treasury(15),Retail Securities Services (RSS),532,FY12-TRES functionality releases,,,,,,,0,0,0.165,4.48,3.681,3.516,27/04/2012,11:31:45
015-000000062,846,Department of the Treasury(15),Retail Securities Services (RSS),2782,FY12-TD-Enhancements,,,,,,,0,0,0.141,4.86,2.901,2.76,27/04/2012,11:31:45
015-000000062,846,Department of the Treasury(15),Retail Securities Services (RSS),2783,FY12-DSS-Check 21,,,,,,,0,0,0.096,2.17,4.424,4.328,27/04/2012,11:31:45
015-000000062,846,Department of the Treasury(15),Retail Securities Services (RSS),2784,FY12-LTD-Decommissioning,,,,,,,0,0,0.001,0.36,0.278,0.277,27/04/2012,11:31:45
015-999990064,847,Department of the Treasury(15),Financial Management Line of Business,541,Centralized Receivable Management,,,,,,,17,16.35,0,0,1.236,1.236,29/12/2011,15:55:46
015-000000055,880,Department of the Treasury(15),Information Reporting and Document Matching (IRDM),676,DC,,,,,,,0,0,0.087013,2.2,3.958765,3.871752,18/07/2012,16:44:11
015-000000055,880,Department of the Treasury(15),Information Reporting and Document Matching (IRDM),2769,CM,,,,,,,0,0,0.13698,1.37,9.983151,9.846171,31/08/2012,13:52:53
015-000000055,880,Department of the Treasury(15),Information Reporting and Document Matching (IRDM),2770,DA,,,,,,,0,0,0.005719,0.25,2.255253,2.249534,31/08/2012,13:52:53
015-000000055,880,Department of the Treasury(15),Information Reporting and Document Matching (IRDM),2771,CISA,,,,,,,0,0,0.065193,3.11,2.094166,2.028973,18/07/2012,16:44:11
015-000000055,880,Department of the Treasury(15),Information Reporting and Document Matching (IRDM),2772,IRDM Hardware Software Procurement,,,,,,,0,0,0,0,3.281694,3.281694,18/07/2012,16:44:11
015-000000055,880,Department of the Treasury(15),Information Reporting and Document Matching (IRDM),3231,BMFA,,,,,,,0,0,0.137718,2.66,5.171101,5.033383,18/07/2012,16:44:11
015-000003501,1057,Department of the Treasury(15),BPD End User Systems and Services,787,End Users Maintenance Activities,,,,,,,0,0,-0.018854,-1.3,1.45,1.468854,29/06/2012,06:31:38
015-000003503,1058,Department of the Treasury(15),BPD Telecommunications Systems and Support ,723,Modernize Voice Communications ,,,,,,,0,0,-0.02522,-5.04,0.5,0.52522,29/06/2012,06:31:37
015-000003502,1059,Department of the Treasury(15),BPD Mainframe and Servers Support and Services,724,Fiscal IT Mainframes Upgrade,,,,,,,0,0,0.0459,2.21,2.074,2.0281,29/06/2012,06:31:40
015-000003502,1059,Department of the Treasury(15),BPD Mainframe and Servers Support and Services,2742,Maintenance Projects,,,,,,,0,0,0.11831,2.32,5.102,4.98369,29/06/2012,06:31:40
015-000000350,1069,Department of the Treasury(15),IRS Main Frames and Servers Services and Support (MSSS),2874,Storage Area Network (SAN) Switch Refresh,,,,,,,9,2.03,0,0,6.028282,6.028282,31/08/2012,13:53:53
